page_content,page,source,author,theme
"16 
 collection method plays a pivotal role in evaluating the effectiveness of spectrum policies and 
regulations. 
ITU's Centralized Data Reporting: 
The ITU's counsel for nations to establish centralized offices for reporting data collected 
by monitoring stations is a globally accepted approach. Through consolidating data from 
designated monitoring stations, the ITU generates periodic reports. This framework fosters 
international collaboration and offers a comprehensive panorama of spectrum utilization. 
 
Comparison with Other Methods: 
Accuracy vs. Cost:  
A pivotal consideration is whether formal monitoring endeavors, such as high-cost 
sensors or government-driven data collection, outclass alternative methods like crowdsourcing, 
modeling, and third-party data. HII MTC contends that the answer is contingent on the specific 
use case. High-cost sensors and government-driven initiatives often yield highly accurate data 
but at a substantial cost. Conversely, crowdsourcing, modeling, and third-party data can be cost-
effective but may sacrifice a degree of accuracy. 
Complementary Approaches:  
Instead of viewing these approaches as mutually exclusive, they can be seen as 
complementary. High-accuracy direct observation methods can corroborate or calibrate data 
obtained through crowdsourcing or modeling. This hybrid approach amalgamates the strengths 
of various frameworks to attain a more comprehensive comprehension of spectrum usage. 
In summation, the selection of a spectrum observation framework should harmonize with 
the study's objectives and available resources. HII MTC acknowledges that a blend of direct 
observation, modeling, and crowdsourcing can collectively enrich our insight into spectrum",15,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"17 
 usage, thereby contributing to well-informed spectrum policy and management decisions. The 
ongoing trade-off between accuracy and cost remains a central deliberation when electing the 
most apt approach for a given spectrum analysis task. 
 
HII MTC's Expertise: 
Leveraging the proficiency of HII MTC's RFsentry spectrum monitoring system, it 
becomes evident that formal monitoring endeavors yield superior accuracy due to their 
controlled conditions and specialized equipment. These efforts yield precise data regarding 
spectrum usage. Nevertheless, it's vital to grasp that there's no universal solution. Different 
methods are tailored for different purposes. HII MTC's methodology, in alignment with these 
frameworks, involves a judicious amalgamation of methods to secure the most precise insights. 
Essentially, while formal monitoring endeavors deliver heightened accuracy, it's imperative to 
appreciate the value of a comprehensive approach that amalgamates various methods. This 
approach, integrating insights from direct observation, modeling, and other sources, empowers 
well-informed decision-making in spectrum policy and management. 
Delving deeper into HII MTC's expertise in spectrum monitoring and its concurrence 
with the discussed concepts, HII MTC brings a wealth of experience to the forefront. HII MTC 
stands at the vanguard of spectrum monitoring solutions, backed by over 70 years of industry 
knowledge and a dedicated team of over 200 RF Wireless engineers and policy experts. HII 
MTC has firmly established itself as a preeminent authority in confronting intricate spectrum-
related challenges.",16,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"18 
 RFsentry Spectrum Monitoring System: 
One of HII MTC's standout contributions is the RFsentry spectrum monitoring system. 
This advanced system operates as a robust guardian of RF operations worldwide. It's engineered 
to identify signals emanating from authorized or unauthorized RF transmissions. What sets 
RFsentry apart is its adaptability, allowing it to be customized to the precise spectrum 
monitoring requisites of diverse environments. 
Precision and Adaptability in RFsentry: 
RFsentry's architecture harnesses a blend of specialized components, including antennas, 
receivers, interfacing hardware, and bespoke software, all developed by HII MTC's experts. The 
system's capabilities extend up to 40 GHz, encompassing a broad spectrum of frequencies. 
Notably, it boasts scalability and expandability, a pivotal attribute when addressing evolving 
mission requirements. 
Continuous Monitoring and Real-time Control: 
RFsentry's capabilities span both sustained, long-term spectrum monitoring and 
immediate characterizations of the RF environment. This comprehensive coverage assures a 
comprehensive grasp of how the spectrum is being harnessed. The system's unattended operation 
mode, operational 24/7, ensures uninterrupted monitoring and assessment of the spectrum. The 
inclusion of remote access control enhances the convenience of real-time management. 
Advanced Signal Analysis and Machine Learning Integration: 
Going beyond rudimentary monitoring, RFsentry integrates advanced features such as the 
capacity to ascertain the direction of arrival for detected signals. It harnesses machine learning 
algorithms to identify anomalous electromagnetic activity and categorize signals based on their 
distinctive attributes. This analytical depth introduces an additional layer of insights to the 
spectrum monitoring process.",17,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"19 
 A Holistic Approach: 
HII MTC's spectrum monitoring approach is holistic, factoring in the numerous facets of 
spectrum usage. By supplying real-time notifications of threshold violations and employing 
signal playback, spectrum plots, and signal correlation with frequency assignment databases, 
RFsentry empowers decision-makers with a lucid depiction of how the spectrum is being 
employed. 
Balancing Accuracy and Costs: 
When appraising the superiority of formal monitoring endeavors, HII MTC's RFsentry 
system stands out for delivering a heightened level of accuracy due to its controlled environment, 
specialized equipment, and advanced analytical capabilities. While it's acknowledged that formal 
monitoring endeavors can be more resource-intensive in terms of costs, they offer an 
unparalleled degree of accuracy that is indispensable for shaping well-informed spectrum policy 
and management decisions. In essence, HII MTC's expertise, exemplified by the RFsentry 
spectrum monitoring system is imperative of precision in the realm of spectrum utilization. 
 
v. Current State of Spectrum Measurement 
Emerging Spectrum Measurement Tools 
As demand for higher quality spectrum measurements have increased in recent years, so 
too has the sophistication of equipment and associated software. Many high-end instrument 
manufacturers have strived to push past traditional device limitations in critical performance 
aspects, such as frequency range and data capture speed. Lower-cost instruments that might be 
more ideal for widespread deployment have also improved significantly as vying competition 
and cost-efficiency demands have increased. To support their evolving instruments, many of",18,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"20 
 these manufacturers have also begun to recognize the increase demand for readily available 
spectrum monitoring software tools that promote scalability and precision. 
One of the recent breakthroughs for spectrum measurement tools is the growing 
popularity of real-time spectrum analyzers (RSA), which have begun to supersede their “swept” 
spectrum analyzer predecessors in some applications. RSAs are capable of extremely fast 
spectral capture rates within a specified “instantaneous bandwidth”, allowing for more accurate 
capture of periodic signals that would go undetected in traditional swept spectrum analyzers. 
Typical superiority of RSAs only apply to measurements within their specified instantaneous 
bandwidth, but as technology continues to evolve, it is possible that these bandwidth limitations 
will eventually become insignificant. High cost RSAs are available today with significantly 
wider instantaneous bandwidths.  
 
Cost Effectiveness of Commercially Available Sensors and Specialized Equipment 
Based on the current market for spectrum monitoring and sensing technologies, it could 
be a cost-effective solution to deploy commercially available systems for measurement 
utilization, available from many manufacturers of spectrum analyzers. While this may appear 
like a straightforward approach, it comes with complexities related to setup, maintenance, and 
data processing, that all demand a specialized expertise. To be an effective product, 
commercially available systems are typically designed to be as “universal” as possible, so that 
they can be tailored to many different applications and are prone to degraded performance if not 
operated properly.  
In many applications, specialized equipment will provide superior performance and 
convenience over commercially available systems. When provided with specific measurement 
requirements, like a distinct frequency band, a customized system can typically out-perform a",19,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"21 
 commercial system in accuracy, sensitivity, and data collection rates. In some cases, costs may 
be reduced by using spectrum analyzers that do not have spectrum monitoring software readily 
available, and instead using customized software that has been tailored to the application. This 
approach offers much more flexibility in software features and ease-of-use. Customized systems 
can maximize receiver sensitivity for a desired frequency range by integrating additional 
components like filters and amplifiers, which can tune the system to focus on signals of interest 
and ignore other spectrum.  
 
Today’s Spectrum Monitoring Technology  
Spectrum monitoring technology today exists within a wide market of options that 
typically follow interoperability standards, and often have trade-offs in cost and resolution. Many 
systems could be considered as interoperable, based on the laws of physics and theory of radio 
frequency they each apply to their measured data. Typical spectrum analyzers communicate with 
a test controller via an ethernet or USB connection, using interfaces such as binary commands, 
serial commands, or Standard Commands for Programmable Instruments (SCPI). Due to trade-
off’s in this technology’s cost and resolution, there is no perfect “low-cost, high-resolution” 
solution, but rather a variety of systems that can find different balances between these factors. 
Systems that do not have additional features like a display or physical user interface built in, and 
utilize an external software interface instead, can often be a good way to save on costs, without 
sacrificing resolution or performance. 
Privacy preservation should not be a concern with today’s commercially available 
spectrum monitoring technology. While it is possible to see signal characteristics in spectrum 
monitoring data, it is nearly impossible to decrypt any of the data carried without some sort of",20,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"22 
 decryption-key. Decrypting secured data would often require third party or custom software, 
along with cooperation from the personnel operating the wireless system.   
 
Measurements in Different Frequency Bands 
Generally, there should not be any specific frequency bands that would require custom-
built monitoring equipment. As previously discussed, customized equipment will always be 
preferred for maximizing performance of specific measurements. Spectrum measurement tools 
and instruments would only need to change if band allocation increases frequency to the point 
where the tools frequency limits are met. This issue may be more common in lower cost 
equipment, as higher frequency capabilities are usually associated with more expensive 
equipment. This concern could be avoided if investments were made into spectrum monitoring 
systems capable of a wide/high range of frequencies prior to deployment of the systems. 
 
How Systems Should Be Measured 
Different wireless services will often require tailored measurement approaches based on 
the mobility and directionality of the emitting system. Services deployed at a fixed location, 
employing highly directional signals, would ideally utilize a monitoring system that is deployed 
such that the receiving antenna is located within the boresight or 3 dB beamwidth of the 
transmitting system’s antenna. Data accuracy could be further enhanced if the receiving antenna 
were deployed as close as possible to the system-of-interest, as long as it is in the far field of the 
transmitting antenna. Measurement of mobile bands would require a different approach, in which 
monitoring systems would ideally need to be placed sparsely throughout an area of interest, 
utilizing omni directional antennas, or antenna arrays. Data accuracy would increase with the",21,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"23 
 number of systems deployed, and at least 3 would be required for capabilities such as signal 
direction finding/triangulation. 
Evolving service tower systems have begun to utilize new advanced antenna systems to 
avoid unnecessary blanketing of entire areas with energy, as traditional broad beamwidth 
antennas do. New antenna systems use new technologies such as beam steering via phased 
antenna arrays that allow the antenna to transmit energy in only desired directions, without 
changing physical orientation. These systems are often used in conjunction with direction finding 
receivers which can determine direction based on techniques like triangulation or time-
difference-of-arrival and help aim the transmitting system in the directions of established links. 
This technology creates challenge for deployment of spectrum monitoring equipment, and should 
generally be approached using the same methods previously discussed for mobile band 
monitoring. 
 
Spectrum Monitoring Equipment Limitations 
Based on the current market of spectrum monitoring equipment, there should not be any 
gaps in measurable spectrum bands that exist due to lack of equipment. While lower frequencies 
tend to have a much larger market of available equipment, as frequency increases, the equipment 
market becomes more limited. This is due to the higher machining precision required for higher 
frequency hardware and coaxial connectors.  
For measurement of more advance signals such as short duration, ultra-wideband, and 
spread spectrum signals, limitations for available spectrum monitoring technology will typically 
be limited to more expensive equipment that would meet the performance requirements need for 
measuring these types of signals. Low-cost equipment will often sacrifice data capture speeds for",22,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"24 
 wider frequency span captures. This should be considered when selecting a measurement 
instrument for monitoring of more complex signals.   
 
III. FURTHER STEPS 
Tailored Techniques for Specific Bands: 
In the theme of spectrum data analysis, HII MTC advocates a multifaceted approach by 
tailoring techniques to the distinctive attributes of each frequency band. Diverse bands exhibit 
unique licensing structures, usage patterns, and technical intricacies. Take, for example, cellular 
networks and satellite communication bands. They demand disparate data collection 
methodologies. Crafting tailored data collection strategies attuned to specific bands can yield 
unparalleled precision in spectrum utilization insights. 
Third-Party Data Access: 
Exploring the availability of usage data held by third parties is crucial. Many 
organizations, including private companies, research institutions, and industry associations, 
gather valuable spectrum usage information. By seeking access to these datasets, the FCC can 
enrich its understanding of how various entities utilize the spectrum. Encouraging third-party 
data sharing, while respecting privacy and security concerns, can be a fruitful approach. 
 
Data Sharing Incentives: 
The FCC can incentivize data sharing by creating policies and frameworks that promote 
collaboration. This could involve providing incentives such as reduced regulatory burden or 
access to exclusive spectrum resources for entities that contribute data. The FCC could also 
establish guidelines for data sharing agreements that protect sensitive information while 
facilitating data exchange.",23,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"25 
 Standardized Data Formats: 
The establishment of standardized data exchange formats is paramount. Specifications 
such as JSON, XML, SigMF, or SCOS are pivotal in this regard. Standardization ensures that 
data collected from heterogeneous sources can be seamlessly integrated and analyzed. SigMF, 
for instance, standardizes metadata descriptions of recorded signal data, simplifying data sharing 
and collaborative efforts. Concurrently, IEEE's SCOS standard delineates the architecture, 
interfaces, and metadata prerequisites for spectrum characterization and occupancy sensing 
systems, thereby fostering interoperability. 
 
Data Matching with NTIA: 
For consistency and efficiency, harmonizing data specifications with those maintained by 
the National Telecommunications and Information Administration (NTIA) is advisable. Such 
alignment of data formats with existing databases streamlines data sharing between agencies. 
Importantly, it augments the overall accuracy of spectrum utilization assessments, ensuring that 
the analysis is both comprehensive and reliable. 
 
Effective Use of Data: 
The FCC must strategically identify domains where spectrum data can be most 
efficaciously employed to bolster policy decisions. Spectrum auctions, interference management, 
and spectrum allocation represent prime candidates for data-driven insights. By pinpointing these 
areas, the FCC can optimize its data collection efforts to yield maximum impact in shaping 
effective spectrum policy. 
In conclusion, the FCC's quest for an in-depth comprehension of spectrum usage 
demands a multifaceted strategy. Tailoring data collection methods to individual bands, actively",24,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"26 
 seeking third-party data, fostering data sharing through incentives and standards, harmonizing 
with NTIA, and judiciously applying data in policy decisions are pivotal steps toward advancing 
our understanding of spectrum utilization. HII MTC, with its profound expertise in spectrum 
engineering and monitoring, stands poised to play a crucial role in assisting the FCC in these 
endeavors. 
 
IV. FIELD MONITORING PILOT PROGRAM 
HII MTC envisions a field monitoring pilot program as an essential step in the evolution of 
spectrum monitoring capabilities. Such a program, followed by an exhaustive report detailing its 
findings, has the potential to furnish invaluable real-world insights into spectrum usage. It offers 
the opportunity to test and refine monitoring techniques and tools, ensuring they are adept at 
meeting the demands of an ever-evolving spectrum landscape. 
 
Defining Bands and Geographic Areas: 
A foundational decision in this endeavor lies in defining the spectrum bands and 
geographic regions for the pilot program. Band selection should mirror the spectrum of 
paramount interest, possibly spotlighting those confronting escalating congestion or pioneering 
technologies. The chosen geographic areas must encompass diverse usage scenarios, including 
urban, rural, and suburban settings. To promote a diverse collection of data geographical areas 
should encompass diverse land usage scenarios, such as urban, rural, suburban, and forested 
settings, as well as a diverse selection of cities and/or towns throughout the country.",25,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"27 
 Technical Parameters: 
Technical parameters should be carefully defined to ensure the pilot program generates 
meaningful data. Parameters may include various characteristics about both the spectrum/signals 
being measured, the parameters of the receiver being used in the measurement, such as frequency 
range, signal types, bandwidth, and sampling rates. These should align with the specific goals of 
the monitoring, whether it's detection of unwanted signals, spectrum sharing analysis, or other 
objectives.  
 
Prioritizing Specific Bands: 
Prioritizing specific bands for initial study is advisable. High-impact bands, where efficient 
usage is crucial, should be considered. Bands with emerging technologies, such as those for 5G 
or IoT, can also be a priority to understand their impact on the spectrum environment.  
 
Collaboration with Other Entities: 
HII MTC is confident that collaboration is key. Conducting the pilot program in concert 
with other agencies, universities, or private entities can enhance its scope and impact. It allows 
for leveraging a broader range of expertise, resources, and diverse geographic locations for 
monitoring. From HII MTC's vantage point, such a pilot program aligns seamlessly with the 
company's distinguished proficiency in spectrum monitoring, as epitomized by the RFsentry 
system. HII MTC stands prepared to contribute its wealth of experience in conceiving and 
deploying cutting-edge spectrum monitoring solutions. Furthermore, HII MTC can extend 
invaluable insights into the pragmatic challenges and technical intricacies inherent in field 
monitoring endeavors.",26,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"28 
 In summary, HII MTC believes a field monitoring pilot program is a promising step 
towards improving spectrum management. Defining bands, areas, and technical parameters, 
along with collaboration, is essential. It allows for the collection of valuable data that can inform 
spectrum policies and enhance spectrum efficiency. HII MTC's expertise underscores the 
importance of well-planned and collaborative initiatives in spectrum monitoring. 
 
V. NON-BINDING GUIDANCE - POLICY STATEMENT AND DATA 
SPECIFICATIONS 
Introducing non-binding guidance, either through a Policy Statement or data specifications, 
represents a commendable stride in nurturing effective spectrum management. This form of 
guidance serves as a compass, delineating best practices and offering recommended data 
definitions, structure, and formatting standards. It lays the foundation for a consistent and 
efficient evaluation of spectrum usage. 
 
Defining Problem Statements, Use Cases, and Methodology: 
Crucially, effective guidance should leave no room for ambiguity. It must vividly define 
problem statements, use cases, and the methodology for monitoring or conducting measurements 
in specific bands. This precision is pivotal, ensuring that the data collected serves a purpose and 
aligns seamlessly with the overarching objectives of spectrum management. 
 
Role of Utilization Data in Band-Specific Proceedings: 
Such guidance should also clarify the pivotal role played by utilization data in band-
specific proceedings. It should articulate how utilization data steers decisions regarding band 
allocation, sharing arrangements, interference mitigation strategies, and licensing conditions.",27,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"29 
 This clarity acts as the foundation, streamlining the decision-making process and elevating 
transparency to the forefront. 
 
Framing Benefits and Limitations:   
When considering non-binding guidance, it's essential to frame both the benefits and 
limitations of utilization data transparently. The benefits include improved spectrum efficiency, 
reduced interference, and informed policymaking. However, limitations like the potential for 
data inaccuracies, privacy concerns, and the need for ongoing updates must also be 
acknowledged. From HII MTC's perspective, such guidance aligns with the company's 
commitment to precision and adaptability in spectrum monitoring, as demonstrated by the 
RFsentry system. HII MTC can contribute insights into the technical aspects of data collection, 
formatting, and analysis. Additionally, HII MTC can offer practical guidance on addressing the 
challenges associated with utilization data, drawing from its experience in real-world spectrum 
monitoring.",28,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"30 
 VI. CONCLUSION 
In summary, non-binding guidance in the form of a Policy Statement or data 
specifications is a forward-looking approach to spectrum management. It sets a clear framework 
for data collection and usage, streamlining decision-making and enhancing transparency. HII 
MTC's expertise emphasizes the importance of practicality and precision in implementing such 
guidance, ensuring its effectiveness in the dynamic spectrum landscape. 
 
Respectfully submitted, 
HII Mission Technologies Corp. 
 
      By:  /s/ Pasquale Amodio   
       Pasquale Amodio 
R&D Portfolio Management 
HII MTC, C5ISR Group 
8193 Dorsey Run Rd, Suite 250  
Annapolis Junction, MD 20701 
 
      By:  /s/ Daniel Rathmann   
       Daniel Rathmann 
       Radio Frequency Engineer 
       HII MTC, C5ISR Group 
9086 Junction Drive, Suite 3 
Annapolis Junction, MD 20701 
 
 
 
 
October 3, 2023",29,FCC NOI - Spectrum Monitoring Response.pdf,HII Mission Technologies Corp. ,Advancing Understanding of Non-Federal Spectrum Usage
"1 
 Before the  
Federal Communications Commission  
Washington, D.C. 20554  
 
 
Advancing Understanding of Non-
Federal Spectrum Usage 
 ) 
) 
) 
)  
WT Docket No. 23-232 
 
 
COMMENTS OF 
THE SOCIETY OF BROADCAST ENGINEERS, INC. 
 
The Society of Broadcast Engineers, Inc. (“SBE”)1 submits these comments in response to 
the Notice of Inquiry (the “NOI”)2 in the above-captioned proceeding. SBE supports the 
Commission taking proactive steps to better understand non-Federal spectrum utilization—
although accurately, comprehensively, and purposely assessing spectrum use will be a complex 
and multifaceted process, the information gathered may help inform effective management of 
spectrum well into the future. The FCC must approach this overarching process deliberately and 
thoughtfully, by establishing a clear series of steps from initial conceptualization to final 
implementation.  
To begin, developing a clear working definition of “spectrum use” will be essential to 
frame the numerous issues raised in, and various substantial tasks proposed by, the NOI. After a 
clear definition is established, the Commission should further prepare by studying the many and 
varying ways such defined “spectrum use” occurs, which, in turn, will permit the FCC to analyze 
and determine which measurement techniques will accurately capture such uses. Actual data 
                                                 
1 SBE is a national association of broadcast and multimedia technology professionals with 
over 5,000 members worldwide.  SBE has managed spectrum within the broadcast industry since 
shortly after its creation in 1964, and is well suited to assist in this effort. 
2 Advancing the Understanding of Non-Federal Spectrum Usage , Notice of Inquiry, WT 
Docket No. 23-232 (rel. Aug. 4, 2023) (“NOI”).",0,SBE -- Comments re Understanding Spectrum Usage NOI (October 2023).pdf,THE SOCIETY OF BROADCAST ENGINEERS,Advancing Understanding of Non-Federal Spectrum Usage
"2 
 collection should only begin once the foregoing groundwork has been laid, and the FCC should 
consider outsourcing such data collection and any corresponding technical studies to appropriate 
third-party experts rather than proceed on its own accord. 
I. 
The Definition of Spectrum “Use” Should Encompass All Types of Use the Commission 
Wishes to Study 
As the NOI thoughtfully and accurately observes, “[s]pectrum bands do not have uniform 
service requirements, operational systems, or technical characteristics.”3 Indeed, there are nearly 
as many different types of operational usage parameters and other requirements for viably utilizing 
spectrum as there are forms of spectrum authorizations made available by the FCC. This, of course, 
makes measurement of generic spectrum occupancy4 extremely complex. As a consequence, and 
for purposes of the targeted goals set forth in the NOI, before any analysis can begin the 
Commission must settle on a definition of what is to be measured . 
To truly determine “how to better obtain more sophisticated knowledge of non-Federal 
spectrum usage,”5 the definition of spectrum usage must be broad enough to encompass all types 
of non-Federal use the Commission is interested in studying. SBE therefore respectfully submits 
that to obtain a true and accurate picture of the current RF environment the definition of “spectrum 
                                                 
3 Id. ¶ 22. 
4 These comments often use the term spectrum “occupancy” interchangeably with “use” or 
“utilization.” However, there may be room for a meaningful distinction between those concepts. 
At perhaps the most fundamental level, spectrum occupancy may be viewed as an action resulting 
in a measurable change to the radio frequency environment. The concept of when collection of 
data regarding spectrum occupancy is most useful—potentially, the point where spectrum 
occupancy becomes a meaningful spectrum “use”—hinges on how significant the measurable 
change to the radio frequency environment in fact is. For example, spectrum “use” may be viewed 
as a spectrum occupancy that either is significant enough to result in a verifiable benefit for or 
service to the public, or, on the other hand, is significant enough to exclude other occupancies that 
would otherwise fit the definition of spectrum “use.” 
5 NOI ¶ 3.",1,SBE -- Comments re Understanding Spectrum Usage NOI (October 2023).pdf,THE SOCIETY OF BROADCAST ENGINEERS,Advancing Understanding of Non-Federal Spectrum Usage
"3 
 use” should account for both continuous and intermittent use—including year-round, seasonal, and 
temporary use—as well as fixed and mobile use, unlicensed use, and unauthorized use, just to 
name some of the most common types of spectrum occupancy. 
To that end, SBE tentatively supports a broad definition of use,6 but one that incorporates 
a number of technical details and subcategories. The NOI’s suggestion to break spectrum usage 
into discrete components like geographic usage, frequency usage and time usage,7 and to 
incorporate additional radio frequency engineering metrics,8 is a good place to start in this effort. 
Even this type of categorization may not effectively encompass all relevant spectrum use, however. 
Additional consideration may be needed to account for temporary or short-term spectrum uses (for 
example, broadcast auxiliary services operating pursuant to FCC Rule 74.249) and spectrum uses 
that are in violation of FCC authority (to the extent the Commission wishes to evaluate such 
unauthorized use as part of these efforts). 
II. 
Spectrum Usage Should be Studied Prior to Data Collection 
No single approach is feasible to measure spectrum occupancy. Different frequency bands 
and services have unique characteristics, and the methods used to assess occupancy must vary 
accordingly. This is a complex and challenging task, but it is essential if the Commission is to 
effectively manage the non-Federal spectrum bands. 
Given the variety of spectrum usage styles, an investigation of usage should begin with 
academic analysis involving subject matter experts from the industry and academic circles before 
                                                 
6 See note 4, supra . 
7 NOI ¶ 18. 
8 Id. ¶ 19. 
9 See 47 C.F.R. § 74.24.",2,SBE -- Comments re Understanding Spectrum Usage NOI (October 2023).pdf,THE SOCIETY OF BROADCAST ENGINEERS,Advancing Understanding of Non-Federal Spectrum Usage
"4 
 data collection begins. The numerous differences in types of spectrum usage can have a significant 
impact on the methods that are used to effectively measure occupancy. As an example, the 
broadcast industry itself utilizes spectrum in myriad ways. Some usage is fixed and continuous, 
like many television and radio broadcast streams. Other operations are intermittent and/or mobile, 
like mobile electronic newsgathering. In the case of AM radio, as the NOI notes, measured usage 
may vary significantly based on the time of day and contour being assessed.10 Data collection 
methods will need to be deliberately analyzed, selected, and tailored to capture and effectively 
compare all varying types of usage. Further, spectrum usage may change widely throughout the 
year, with some usage varying diurnally, seasonally, or otherwise—meaning some collection 
efforts may be effectively completed in less than a year, while some may necessitate years of data 
collection, averaging or other post-collection calibration, and processing.  Thus, a fulsome study 
of appropriate collection techniques across the spectrum bands should be completed before new 
technologies are brought to bear gathering data. 
The process of defining and determining effective assessment tools for the wide range of 
spectrum uses regulated by the Commission will be a colossal task, and one that may not be 
well-suited for the FCC and its existing resources. Instead, SBE respectfully submits that the most 
effective path forward would be for the Commission to employ qualified and experienced third-
party contractors and organizations to complete the scientific research and actual usage analysis 
process. In addition to ensuring that skilled and hyper-specialized industry experts are brought to 
bear on this difficult task, outsourcing would allow better tracking of the FCC’s expenses for the 
undertaking and thus aid in fairly allocating the cost of collection. Such an approach would further 
                                                 
10 See NOI ¶ 18, n.38 (noting the difficulties in measuring usage by an AM station based 
on differences in its Skywave Contour and Groundwave Contour hours).",3,SBE -- Comments re Understanding Spectrum Usage NOI (October 2023).pdf,THE SOCIETY OF BROADCAST ENGINEERS,Advancing Understanding of Non-Federal Spectrum Usage
"5 
 allow the FCC to continue to focus on its core mission of regulating interstate and foreign 
commerce in communication by radio, while simultaneously ensuring that usage studies are 
conducted in a timely and cost-effective manner. 
Conclusion 
The process of better understanding non-Federal spectrum usage is of great importance to 
the FCC’s efforts to effectively and efficiently manage spectrum for years to come. However, fully 
measuring and assessing spectrum usage will be difficult. 
In order to successfully meet the challenge, the Commission should carefully define 
spectrum use to encompass the wide range of usage it wishes to assess, and should employ 
qualified and specialized third parties to thoroughly study the wide range of spectrum use prior to 
beginning data collection efforts.",4,SBE -- Comments re Understanding Spectrum Usage NOI (October 2023).pdf,THE SOCIETY OF BROADCAST ENGINEERS,Advancing Understanding of Non-Federal Spectrum Usage
"6 
  
     Respectfully submitted, 
The Society of Broadcast Engineers, Inc.  
 
 
 
 /s/      
Ted D. Hand, CPBE, 8-VSB, AMD, ATSC3, DRB  
SBE President  
 
 
 
 /s/     
Charles (Ched) Keiler, CPBE, 8-VSB, CBNE, ATSC3  
Chair, SBE Government Relations Committee  
 
 
 
 /s/     
Coe W. Ramsey  
Patrick Cross  
Noah L. Hock  
Regulatory Counsel  
 
 
Brooks, Pierce, McLendon,  
  Humphrey & Leonard, L.L.P.  
Wells Fargo Capitol Center, Suite 1700  
Raleigh, N.C.  27601  
Telephone:  (919) 839-0300  
 
October 3, 2023",5,SBE -- Comments re Understanding Spectrum Usage NOI (October 2023).pdf,THE SOCIETY OF BROADCAST ENGINEERS,Advancing Understanding of Non-Federal Spectrum Usage
"1 
 Before the  
Federal Communications Commission         
Washington, DC 20554  
In the Matter of : 
 
Advancing Understanding of Non-Federal  
Spectrum Usage  ) 
)
) 
)   
) 
 
 
 
 
  
 
WT Docket No. 23-232 
 
 
 
 
 
 
 
 
 
 
   
 COMMENTS OF  
THE NATIONAL PUBLIC SAFETY TELECOMMUNICATIO NS COUNCIL  
 
 
The National Public Safety Telecommunications Council (NPSTC) submits t hese 
comments in response to the Notice of Inquiry the above captioned proceeding.1   
 
 
1 Notice of Inquiry , WT Docket No. 23-232, released August 4 , 2023.",0,NPSTC_ Spectrum Usage NOI Comments_2023_10_03_FINAL.pdf,THE NATIONAL PUBLIC SAFETY TELECOMMUNICATIO NS COUNCIL,Advancing Understanding of Non-Federal Spectrum Usage
